Time,Date,Day of the week,CarCount,BikeCount,BusCount,TruckCount,Traffic Situation
1:00:00 AM,26,Thursday,16,1,0,38,normal
1:15:00 AM,26,Thursday,11,4,0,32,normal
1:30:00 AM,26,Thursday,12,2,0,26,normal
1:45:00 AM,26,Thursday,14,2,1,14,normal
2:00:00 AM,26,Thursday,18,2,0,37,normal
2:15:00 AM,26,Thursday,17,1,1,22,normal
2:30:00 AM,26,Thursday,12,3,0,29,normal
2:45:00 AM,26,Thursday,20,5,0,30,normal
3:00:00 AM,26,Thursday,17,5,1,19,normal
3:15:00 AM,26,Thursday,12,0,1,33,normal
3:30:00 AM,26,Thursday,19,1,0,20,normal
3:45:00 AM,26,Thursday,11,4,1,38,normal
4:00:00 AM,26,Thursday,14,5,0,39,normal
4:15:00 AM,26,Thursday,102,20,4,12,normal
4:30:00 AM,26,Thursday,92,4,6,18,normal
4:45:00 AM,26,Thursday,54,14,10,16,normal
5:00:00 AM,26,Thursday,55,15,1,10,low
5:15:00 AM,26,Thursday,64,27,5,5,low
5:30:00 AM,26,Thursday,52,13,5,15,normal
5:45:00 AM,26,Thursday,73,11,4,3,low
6:00:00 AM,26,Thursday,106,27,45,5,heavy
6:15:00 AM,26,Thursday,145,21,40,5,heavy
6:30:00 AM,26,Thursday,133,19,28,5,heavy
6:45:00 AM,26,Thursday,117,31,49,0,heavy
7:00:00 AM,26,Thursday,146,17,34,0,heavy
7:15:00 AM,26,Thursday,101,35,42,3,heavy
7:30:00 AM,26,Thursday,103,28,32,1,high
7:45:00 AM,26,Thursday,150,10,26,0,heavy
8:00:00 AM,26,Thursday,135,23,48,0,heavy
8:15:00 AM,26,Thursday,104,10,48,2,high
8:30:00 AM,26,Thursday,144,39,50,1,heavy
8:45:00 AM,26,Thursday,132,10,49,0,heavy
9:00:00 AM,26,Thursday,142,19,31,1,heavy
9:15:00 AM,26,Thursday,45,4,30,29,normal
9:30:00 AM,26,Thursday,27,24,10,5,low
9:45:00 AM,26,Thursday,85,3,14,16,normal
10:00:00 AM,26,Thursday,84,11,27,26,high
10:15:00 AM,26,Thursday,90,4,10,20,normal
10:30:00 AM,26,Thursday,13,19,39,12,normal
10:45:00 AM,26,Thursday,11,1,37,9,normal
11:00:00 AM,26,Thursday,57,10,4,27,normal
11:15:00 AM,26,Thursday,52,10,9,23,normal
11:30:00 AM,26,Thursday,38,7,13,21,normal
11:45:00 AM,26,Thursday,35,7,15,24,normal
12:00:00 PM,26,Thursday,60,10,12,21,normal
12:15:00 PM,26,Thursday,70,10,3,30,high
12:30:00 PM,26,Thursday,34,8,6,30,normal
12:45:00 PM,26,Thursday,44,6,4,27,normal
1:00:00 PM,26,Thursday,21,5,4,25,normal
1:15:00 PM,26,Thursday,106,10,11,11,normal
1:30:00 PM,26,Thursday,82,30,32,10,high
1:45:00 PM,26,Thursday,57,12,9,17,normal
2:00:00 PM,26,Thursday,60,18,21,10,normal
2:15:00 PM,26,Thursday,79,17,34,8,high
2:30:00 PM,26,Thursday,78,29,22,13,normal
2:45:00 PM,26,Thursday,69,14,32,18,high
3:00:00 PM,26,Thursday,84,25,5,9,normal
3:15:00 PM,26,Thursday,62,11,28,5,normal
3:30:00 PM,26,Thursday,33,17,22,18,normal
3:45:00 PM,26,Thursday,14,21,23,6,normal
4:00:00 PM,26,Thursday,127,27,40,5,heavy
4:15:00 PM,26,Thursday,136,10,27,7,heavy
4:30:00 PM,26,Thursday,148,14,37,9,heavy
4:45:00 PM,26,Thursday,122,16,28,6,heavy
5:00:00 PM,26,Thursday,132,12,45,9,heavy
5:15:00 PM,26,Thursday,136,29,29,10,heavy
5:30:00 PM,26,Thursday,103,33,48,10,heavy
5:45:00 PM,26,Thursday,132,37,23,10,heavy
6:00:00 PM,26,Thursday,136,39,39,6,heavy
6:15:00 PM,26,Thursday,120,24,36,5,heavy
6:30:00 PM,26,Thursday,126,34,38,9,heavy
6:45:00 PM,26,Thursday,80,22,14,18,normal
7:00:00 PM,26,Thursday,99,9,15,29,high
7:15:00 PM,26,Thursday,81,21,19,7,normal
7:30:00 PM,26,Thursday,87,9,16,26,high
7:45:00 PM,26,Thursday,80,17,13,30,high
8:00:00 PM,26,Thursday,91,18,18,9,normal
8:15:00 PM,26,Thursday,90,19,15,13,normal
8:30:00 PM,26,Thursday,107,19,10,23,high
8:45:00 PM,26,Thursday,98,11,14,27,high
9:00:00 PM,26,Thursday,98,18,20,22,high
9:15:00 PM,26,Thursday,102,5,12,17,normal
9:30:00 PM,26,Thursday,62,13,16,28,high
9:45:00 PM,26,Thursday,101,15,12,35,high
10:00:00 PM,26,Thursday,17,5,1,16,normal
10:15:00 PM,26,Thursday,10,4,1,37,normal
10:30:00 PM,26,Thursday,16,4,0,35,normal
10:45:00 PM,26,Thursday,17,2,0,17,normal
11:00:00 PM,26,Thursday,17,0,0,27,normal
11:15:00 PM,26,Thursday,17,4,1,25,normal
11:30:00 PM,26,Thursday,15,2,0,15,normal
11:45:00 PM,26,Thursday,20,0,1,12,low
12:00:00 AM,27,Friday,16,3,0,28,normal
12:15:00 AM,27,Friday,13,2,1,28,normal
12:30:00 AM,27,Friday,15,5,0,26,normal
12:45:00 AM,27,Friday,15,2,1,16,normal
1:00:00 AM,27,Friday,12,3,0,26,normal
1:15:00 AM,27,Friday,15,5,0,27,normal
1:30:00 AM,27,Friday,20,2,0,17,normal
1:45:00 AM,27,Friday,12,2,0,16,normal
2:00:00 AM,27,Friday,19,1,0,38,normal
2:15:00 AM,27,Friday,16,1,1,32,normal
2:30:00 AM,27,Friday,12,0,0,11,low
2:45:00 AM,27,Friday,16,5,1,29,normal
3:00:00 AM,27,Friday,19,5,1,18,normal
3:15:00 AM,27,Friday,11,0,0,15,normal
3:30:00 AM,27,Friday,15,4,1,17,normal
3:45:00 AM,27,Friday,20,1,0,23,normal
4:00:00 AM,27,Friday,10,4,0,36,normal
4:15:00 AM,27,Friday,39,14,0,15,normal
4:30:00 AM,27,Friday,33,7,3,10,low
4:45:00 AM,27,Friday,77,8,7,15,normal
5:00:00 AM,27,Friday,80,18,6,11,normal
5:15:00 AM,27,Friday,53,11,7,15,normal
5:30:00 AM,27,Friday,73,17,6,13,normal
5:45:00 AM,27,Friday,77,20,4,13,normal
6:00:00 AM,27,Friday,76,14,1,12,low
6:15:00 AM,27,Friday,58,14,0,15,normal
6:30:00 AM,27,Friday,57,18,7,13,normal
6:45:00 AM,27,Friday,80,16,0,10,low
7:00:00 AM,27,Friday,38,7,1,13,normal
7:15:00 AM,27,Friday,53,20,6,12,low
7:30:00 AM,27,Friday,30,9,7,10,low
7:45:00 AM,27,Friday,50,19,4,10,low
8:00:00 AM,27,Friday,31,14,3,14,normal
8:15:00 AM,27,Friday,28,18,5,10,low
8:30:00 AM,27,Friday,31,15,4,12,low
8:45:00 AM,27,Friday,52,19,0,10,low
9:00:00 AM,27,Friday,42,9,2,13,normal
9:15:00 AM,27,Friday,151,55,27,2,heavy
9:30:00 AM,27,Friday,180,69,29,1,heavy
9:45:00 AM,27,Friday,149,41,23,3,heavy
10:00:00 AM,27,Friday,167,60,27,3,heavy
10:15:00 AM,27,Friday,134,45,22,3,heavy
10:30:00 AM,27,Friday,180,62,26,4,heavy
10:45:00 AM,27,Friday,156,54,25,3,heavy
11:00:00 AM,27,Friday,171,60,18,1,heavy
11:15:00 AM,27,Friday,174,53,10,3,heavy
11:30:00 AM,27,Friday,154,61,16,3,heavy
11:45:00 AM,27,Friday,161,53,11,1,heavy
12:00:00 PM,27,Friday,148,48,13,2,heavy
12:15:00 PM,27,Friday,136,60,27,2,heavy
12:30:00 PM,27,Friday,143,68,16,0,heavy
12:45:00 PM,27,Friday,152,51,22,2,heavy
1:00:00 PM,27,Friday,132,58,15,4,heavy
1:15:00 PM,27,Friday,155,58,15,4,heavy
1:30:00 PM,27,Friday,144,62,12,3,heavy
1:45:00 PM,27,Friday,161,51,20,1,heavy
2:00:00 PM,27,Friday,137,46,13,2,heavy
2:15:00 PM,27,Friday,149,61,16,1,heavy
2:30:00 PM,27,Friday,158,46,20,1,heavy
2:45:00 PM,27,Friday,134,65,22,0,heavy
3:00:00 PM,27,Friday,134,65,10,2,heavy
3:15:00 PM,27,Friday,73,24,4,0,low
3:30:00 PM,27,Friday,64,23,21,1,normal
3:45:00 PM,27,Friday,51,27,25,2,normal
4:00:00 PM,27,Friday,80,22,17,0,normal
4:15:00 PM,27,Friday,61,26,8,0,low
4:30:00 PM,27,Friday,75,24,8,0,low
4:45:00 PM,27,Friday,82,20,15,2,normal
5:00:00 PM,27,Friday,53,28,21,1,normal
5:15:00 PM,27,Friday,68,29,14,0,low
5:30:00 PM,27,Friday,63,28,22,0,normal
5:45:00 PM,27,Friday,76,30,20,1,normal
6:00:00 PM,27,Friday,66,23,10,0,low
6:15:00 PM,27,Friday,50,23,1,0,low
6:30:00 PM,27,Friday,60,29,22,2,normal
6:45:00 PM,27,Friday,75,26,11,0,normal
7:00:00 PM,27,Friday,81,22,18,2,normal
7:15:00 PM,27,Friday,33,6,0,4,low
7:30:00 PM,27,Friday,21,5,6,15,normal
7:45:00 PM,27,Friday,22,7,1,2,low
8:00:00 PM,27,Friday,31,6,0,15,normal
8:15:00 PM,27,Friday,41,8,3,2,low
8:30:00 PM,27,Friday,24,6,5,11,low
8:45:00 PM,27,Friday,45,6,6,10,low
9:00:00 PM,27,Friday,24,11,6,2,low
9:15:00 PM,27,Friday,47,6,2,12,low
9:30:00 PM,27,Friday,46,1,1,4,low
9:45:00 PM,27,Friday,26,3,2,3,low
10:00:00 PM,27,Friday,20,4,0,39,normal
10:15:00 PM,27,Friday,20,1,1,27,normal
10:30:00 PM,27,Friday,19,0,1,17,normal
10:45:00 PM,27,Friday,11,3,1,19,normal
11:00:00 PM,27,Friday,17,5,1,31,normal
11:15:00 PM,27,Friday,19,4,0,12,low
11:30:00 PM,27,Friday,11,1,0,38,normal
11:45:00 PM,27,Friday,12,0,0,17,normal
12:00:00 AM,28,Saturday,18,0,0,27,normal
12:15:00 AM,28,Saturday,19,4,0,14,normal
12:30:00 AM,28,Saturday,13,2,0,28,normal
12:45:00 AM,28,Saturday,18,4,1,23,normal
1:00:00 AM,28,Saturday,20,0,0,11,low
1:15:00 AM,28,Saturday,11,4,1,22,normal
1:30:00 AM,28,Saturday,15,2,0,18,normal
1:45:00 AM,28,Saturday,16,3,0,34,normal
2:00:00 AM,28,Saturday,11,2,0,18,normal
2:15:00 AM,28,Saturday,17,4,1,38,normal
2:30:00 AM,28,Saturday,20,4,1,28,normal
2:45:00 AM,28,Saturday,19,0,1,37,normal
3:00:00 AM,28,Saturday,10,2,1,34,normal
3:15:00 AM,28,Saturday,19,0,0,17,normal
3:30:00 AM,28,Saturday,15,0,0,30,normal
3:45:00 AM,28,Saturday,10,2,0,31,normal
4:00:00 AM,28,Saturday,18,3,0,17,normal
4:15:00 AM,28,Saturday,97,22,4,18,normal
4:30:00 AM,28,Saturday,111,12,9,17,normal
4:45:00 AM,28,Saturday,108,10,5,17,normal
5:00:00 AM,28,Saturday,74,24,10,20,normal
5:15:00 AM,28,Saturday,114,4,8,20,normal
5:30:00 AM,28,Saturday,91,16,5,11,normal
5:45:00 AM,28,Saturday,66,3,9,19,normal
6:00:00 AM,28,Saturday,104,32,23,5,normal
6:15:00 AM,28,Saturday,128,18,31,3,heavy
6:30:00 AM,28,Saturday,127,24,27,0,heavy
6:45:00 AM,28,Saturday,130,31,22,0,heavy
7:00:00 AM,28,Saturday,108,13,38,1,high
7:15:00 AM,28,Saturday,116,22,37,2,heavy
7:30:00 AM,28,Saturday,143,28,27,4,heavy
7:45:00 AM,28,Saturday,118,32,21,5,heavy
8:00:00 AM,28,Saturday,121,35,32,0,heavy
8:15:00 AM,28,Saturday,109,28,39,2,heavy
8:30:00 AM,28,Saturday,135,11,23,5,heavy
8:45:00 AM,28,Saturday,100,30,29,2,high
9:00:00 AM,28,Saturday,138,32,26,4,heavy
9:15:00 AM,28,Saturday,29,9,21,23,normal
9:30:00 AM,28,Saturday,36,17,7,30,normal
9:45:00 AM,28,Saturday,42,9,37,28,high
10:00:00 AM,28,Saturday,80,6,12,6,low
10:15:00 AM,28,Saturday,37,21,28,6,normal
10:30:00 AM,28,Saturday,44,17,27,30,high
10:45:00 AM,28,Saturday,25,12,13,5,low
11:00:00 AM,28,Saturday,36,9,9,30,normal
11:15:00 AM,28,Saturday,63,7,10,29,normal
11:30:00 AM,28,Saturday,20,5,13,22,normal
11:45:00 AM,28,Saturday,53,8,6,23,normal
12:00:00 PM,28,Saturday,41,7,5,26,normal
12:15:00 PM,28,Saturday,36,9,13,29,normal
12:30:00 PM,28,Saturday,65,10,8,22,normal
12:45:00 PM,28,Saturday,55,6,5,27,normal
1:00:00 PM,28,Saturday,63,8,15,30,high
1:15:00 PM,28,Saturday,19,26,32,18,normal
1:30:00 PM,28,Saturday,84,11,11,9,normal
1:45:00 PM,28,Saturday,110,23,34,9,heavy
2:00:00 PM,28,Saturday,46,20,18,5,normal
2:15:00 PM,28,Saturday,67,12,10,20,normal
2:30:00 PM,28,Saturday,42,25,20,19,normal
2:45:00 PM,28,Saturday,87,17,18,6,normal
3:00:00 PM,28,Saturday,45,24,31,11,normal
3:15:00 PM,28,Saturday,80,26,35,6,high
3:30:00 PM,28,Saturday,83,18,6,15,normal
3:45:00 PM,28,Saturday,68,19,15,11,normal
4:00:00 PM,28,Saturday,101,37,48,9,heavy
4:15:00 PM,28,Saturday,149,32,29,10,heavy
4:30:00 PM,28,Saturday,136,21,33,9,heavy
4:45:00 PM,28,Saturday,105,20,23,7,normal
5:00:00 PM,28,Saturday,125,12,20,8,normal
5:15:00 PM,28,Saturday,125,14,26,5,heavy
5:30:00 PM,28,Saturday,118,28,23,8,heavy
5:45:00 PM,28,Saturday,114,32,45,6,heavy
6:00:00 PM,28,Saturday,123,37,46,8,heavy
6:15:00 PM,28,Saturday,115,23,22,7,normal
6:30:00 PM,28,Saturday,111,25,35,10,heavy
6:45:00 PM,28,Saturday,66,8,11,9,low
7:00:00 PM,28,Saturday,103,12,17,23,high
7:15:00 PM,28,Saturday,94,14,14,24,high
7:30:00 PM,28,Saturday,105,23,15,18,normal
7:45:00 PM,28,Saturday,53,22,14,35,high
8:00:00 PM,28,Saturday,74,10,12,32,high
8:15:00 PM,28,Saturday,71,24,15,26,high
8:30:00 PM,28,Saturday,61,21,15,32,high
8:45:00 PM,28,Saturday,101,25,18,8,normal
9:00:00 PM,28,Saturday,104,22,10,14,normal
9:15:00 PM,28,Saturday,79,20,15,18,normal
9:30:00 PM,28,Saturday,70,20,11,14,normal
9:45:00 PM,28,Saturday,74,16,14,34,high
10:00:00 PM,28,Saturday,20,5,0,21,normal
10:15:00 PM,28,Saturday,16,0,0,36,normal
10:30:00 PM,28,Saturday,14,3,0,20,normal
10:45:00 PM,28,Saturday,14,1,1,30,normal
11:00:00 PM,28,Saturday,17,0,1,12,low
11:15:00 PM,28,Saturday,14,0,0,14,normal
11:30:00 PM,28,Saturday,18,5,0,40,normal
11:45:00 PM,28,Saturday,17,2,0,18,normal
12:00:00 AM,29,Sunday,14,1,1,35,normal
12:15:00 AM,29,Sunday,14,2,1,26,normal
12:30:00 AM,29,Sunday,16,0,1,37,normal
12:45:00 AM,29,Sunday,14,4,1,32,normal
1:00:00 AM,29,Sunday,19,5,0,12,low
1:15:00 AM,29,Sunday,11,0,1,31,normal
1:30:00 AM,29,Sunday,12,0,0,32,normal
1:45:00 AM,29,Sunday,12,3,0,32,normal
2:00:00 AM,29,Sunday,18,4,1,31,normal
2:15:00 AM,29,Sunday,17,4,1,20,normal
2:30:00 AM,29,Sunday,17,0,0,22,normal
2:45:00 AM,29,Sunday,19,2,1,12,low
3:00:00 AM,29,Sunday,18,2,1,19,normal
3:15:00 AM,29,Sunday,19,5,0,26,normal
3:30:00 AM,29,Sunday,19,5,1,35,normal
3:45:00 AM,29,Sunday,18,0,0,20,normal
4:00:00 AM,29,Sunday,16,0,0,30,normal
4:15:00 AM,29,Sunday,114,30,9,7,normal
4:30:00 AM,29,Sunday,102,17,2,14,normal
4:45:00 AM,29,Sunday,55,4,7,13,normal
5:00:00 AM,29,Sunday,82,2,4,14,normal
5:15:00 AM,29,Sunday,66,16,9,19,normal
5:30:00 AM,29,Sunday,86,5,1,13,normal
5:45:00 AM,29,Sunday,108,24,2,19,normal
6:00:00 AM,29,Sunday,112,30,26,0,heavy
6:15:00 AM,29,Sunday,147,31,46,0,heavy
6:30:00 AM,29,Sunday,116,20,40,2,heavy
6:45:00 AM,29,Sunday,138,13,21,5,heavy
7:00:00 AM,29,Sunday,132,25,40,2,heavy
7:15:00 AM,29,Sunday,124,14,31,4,heavy
7:30:00 AM,29,Sunday,106,27,25,1,normal
7:45:00 AM,29,Sunday,104,24,29,5,high
8:00:00 AM,29,Sunday,140,31,21,4,heavy
8:15:00 AM,29,Sunday,121,35,37,3,heavy
8:30:00 AM,29,Sunday,135,23,37,5,heavy
8:45:00 AM,29,Sunday,149,20,30,5,heavy
9:00:00 AM,29,Sunday,117,14,39,0,heavy
9:15:00 AM,29,Sunday,39,8,23,13,normal
9:30:00 AM,29,Sunday,40,14,18,21,normal
9:45:00 AM,29,Sunday,49,1,35,18,normal
10:00:00 AM,29,Sunday,38,12,35,25,normal
10:15:00 AM,29,Sunday,26,15,25,6,normal
10:30:00 AM,29,Sunday,93,14,10,25,high
10:45:00 AM,29,Sunday,54,24,37,20,high
11:00:00 AM,29,Sunday,32,6,10,23,normal
11:15:00 AM,29,Sunday,43,7,12,23,normal
11:30:00 AM,29,Sunday,23,6,15,20,normal
11:45:00 AM,29,Sunday,26,5,8,25,normal
12:00:00 PM,29,Sunday,55,7,8,27,normal
12:15:00 PM,29,Sunday,70,10,8,25,high
12:30:00 PM,29,Sunday,66,10,3,29,normal
12:45:00 PM,29,Sunday,66,7,15,26,high
1:00:00 PM,29,Sunday,46,6,7,21,normal
1:15:00 PM,29,Sunday,47,26,6,20,normal
1:30:00 PM,29,Sunday,75,20,7,11,normal
1:45:00 PM,29,Sunday,76,29,15,19,normal
2:00:00 PM,29,Sunday,56,14,38,12,high
2:15:00 PM,29,Sunday,19,26,36,17,normal
2:30:00 PM,29,Sunday,29,18,10,9,low
2:45:00 PM,29,Sunday,15,12,18,15,normal
3:00:00 PM,29,Sunday,53,27,27,17,high
3:15:00 PM,29,Sunday,95,22,28,9,high
3:30:00 PM,29,Sunday,27,27,32,10,normal
3:45:00 PM,29,Sunday,68,28,31,15,high
4:00:00 PM,29,Sunday,120,14,25,8,normal
4:15:00 PM,29,Sunday,144,28,24,8,heavy
4:30:00 PM,29,Sunday,112,31,43,8,heavy
4:45:00 PM,29,Sunday,149,28,20,10,heavy
5:00:00 PM,29,Sunday,131,29,34,8,heavy
5:15:00 PM,29,Sunday,104,31,41,9,heavy
5:30:00 PM,29,Sunday,141,30,27,7,heavy
5:45:00 PM,29,Sunday,117,10,47,9,heavy
6:00:00 PM,29,Sunday,112,13,37,6,heavy
6:15:00 PM,29,Sunday,127,40,39,8,heavy
6:30:00 PM,29,Sunday,131,15,31,6,heavy
6:45:00 PM,29,Sunday,66,8,10,11,low
7:00:00 PM,29,Sunday,61,23,18,34,high
7:15:00 PM,29,Sunday,55,25,13,26,high
7:30:00 PM,29,Sunday,85,23,20,6,normal
7:45:00 PM,29,Sunday,75,20,19,19,normal
8:00:00 PM,29,Sunday,58,17,20,22,high
8:15:00 PM,29,Sunday,60,23,11,26,high
8:30:00 PM,29,Sunday,80,21,11,7,normal
8:45:00 PM,29,Sunday,74,9,14,35,high
9:00:00 PM,29,Sunday,57,14,11,16,normal
9:15:00 PM,29,Sunday,73,9,13,5,low
9:30:00 PM,29,Sunday,80,25,19,26,high
9:45:00 PM,29,Sunday,82,13,12,21,high
10:00:00 PM,29,Sunday,15,4,0,27,normal
10:15:00 PM,29,Sunday,20,2,0,29,normal
10:30:00 PM,29,Sunday,12,2,0,39,normal
10:45:00 PM,29,Sunday,10,4,1,13,normal
11:00:00 PM,29,Sunday,16,0,1,29,normal
11:15:00 PM,29,Sunday,18,0,0,34,normal
11:30:00 PM,29,Sunday,11,5,1,19,normal
11:45:00 PM,29,Sunday,16,1,0,12,low
12:00:00 AM,30,Monday,13,3,1,12,low
12:15:00 AM,30,Monday,19,2,0,22,normal
12:30:00 AM,30,Monday,13,3,0,39,normal
12:45:00 AM,30,Monday,12,0,0,24,normal
1:00:00 AM,30,Monday,10,3,1,12,low
1:15:00 AM,30,Monday,11,4,0,38,normal
1:30:00 AM,30,Monday,18,4,0,31,normal
1:45:00 AM,30,Monday,19,1,0,34,normal
2:00:00 AM,30,Monday,18,1,0,27,normal
2:15:00 AM,30,Monday,13,0,0,26,normal
2:30:00 AM,30,,12,2,0,35,normal
2:45:00 AM,30,Monday,15,4,0,12,low
3:00:00 AM,30,Monday,10,5,0,33,normal
3:15:00 AM,30,Monday,14,0,0,15,normal
3:30:00 AM,30,Monday,16,0,0,16,normal
3:45:00 AM,30,Monday,15,3,1,26,normal
4:00:00 AM,30,Monday,20,4,0,34,normal
4:15:00 AM,30,Monday,82,20,10,11,normal
4:30:00 AM,30,Monday,99,7,3,6,normal
4:45:00 AM,30,Monday,74,29,9,4,normal
5:00:00 AM,30,Monday,94,1,1,14,normal
5:15:00 AM,30,Monday,63,12,10,17,normal
5:30:00 AM,30,Monday,101,4,3,12,normal
5:45:00 AM,30,Monday,106,9,3,10,normal
6:00:00 AM,30,,112,15,24,1,normal
6:15:00 AM,30,Monday,148,26,25,0,heavy
6:30:00 AM,30,Monday,115,20,31,3,heavy
6:45:00 AM,30,Monday,125,11,24,0,normal
7:00:00 AM,30,Monday,140,38,38,0,heavy
7:15:00 AM,30,Monday,150,17,35,5,heavy
7:30:00 AM,30,Monday,149,11,42,2,heavy
7:45:00 AM,30,Monday,150,22,38,3,heavy
8:00:00 AM,30,Monday,147,32,25,4,heavy
8:15:00 AM,30,Monday,138,39,45,4,heavy
8:30:00 AM,30,Monday,149,16,49,1,heavy
8:45:00 AM,30,Monday,139,10,50,2,heavy
9:00:00 AM,30,Monday,109,25,49,2,heavy
9:15:00 AM,30,Monday,84,24,12,28,high
9:30:00 AM,30,Monday,38,8,6,5,low
9:45:00 AM,30,Monday,45,16,6,21,normal
10:00:00 AM,30,Monday,57,4,36,14,normal
10:15:00 AM,30,Monday,84,12,6,28,high
10:30:00 AM,30,Monday,55,25,33,21,high
10:45:00 AM,30,Monday,14,15,5,21,normal
11:00:00 AM,30,Monday,26,8,11,20,normal
11:15:00 AM,30,Monday,60,10,9,27,normal
11:30:00 AM,30,Monday,34,6,7,25,normal
11:45:00 AM,30,Monday,22,9,8,26,normal
12:00:00 PM,30,Monday,59,10,11,30,normal
12:15:00 PM,30,Monday,48,6,14,28,normal
12:30:00 PM,30,Monday,46,9,11,23,normal
12:45:00 PM,30,Monday,37,9,8,20,normal
1:00:00 PM,30,Monday,67,9,11,21,normal
1:15:00 PM,30,Monday,32,19,39,9,normal
1:30:00 PM,30,Monday,63,12,22,5,normal
1:45:00 PM,30,Monday,32,29,25,11,normal
2:00:00 PM,30,Monday,83,22,40,20,high
2:15:00 PM,30,Monday,40,14,31,19,normal
2:30:00 PM,30,Monday,101,22,39,19,heavy
2:45:00 PM,30,Monday,62,29,31,11,high
3:00:00 PM,30,Monday,20,19,25,8,normal
3:15:00 PM,30,Monday,42,22,5,9,low
3:30:00 PM,30,Monday,37,17,12,16,normal
3:45:00 PM,30,Monday,95,12,20,15,normal
4:00:00 PM,30,Monday,137,14,41,10,heavy
4:15:00 PM,30,Monday,122,21,20,10,heavy
4:30:00 PM,30,Monday,104,19,39,9,heavy
4:45:00 PM,30,Monday,147,21,40,9,heavy
5:00:00 PM,30,Monday,105,38,34,7,heavy
5:15:00 PM,30,Monday,124,23,46,5,heavy
5:30:00 PM,30,Monday,135,18,20,5,heavy
5:45:00 PM,30,Monday,107,35,23,8,heavy
6:00:00 PM,30,Monday,109,21,24,10,normal
6:15:00 PM,30,Monday,136,32,26,8,heavy
6:30:00 PM,30,Monday,134,23,49,8,heavy
6:45:00 PM,30,Monday,90,20,11,25,high
7:00:00 PM,30,Monday,104,5,16,16,normal
7:15:00 PM,30,Monday,60,21,13,6,low
7:30:00 PM,30,Monday,104,22,11,13,normal
7:45:00 PM,30,Monday,54,23,10,25,high
8:00:00 PM,30,Monday,68,6,15,34,high
8:15:00 PM,30,Monday,88,13,19,19,normal
8:30:00 PM,30,Monday,64,22,16,16,normal
8:45:00 PM,30,Monday,58,24,14,24,high
9:00:00 PM,30,Monday,67,19,12,9,low
9:15:00 PM,30,Monday,73,20,18,7,normal
9:30:00 PM,30,Monday,109,25,16,20,heavy
9:45:00 PM,30,Monday,63,15,11,23,high
10:00:00 PM,30,Monday,19,4,1,26,normal
10:15:00 PM,30,Monday,15,1,0,34,normal
10:30:00 PM,30,Monday,15,5,1,14,normal
10:45:00 PM,30,Monday,19,3,1,33,normal
11:00:00 PM,30,Monday,18,4,0,11,low
11:15:00 PM,30,Monday,14,1,0,27,normal
11:30:00 PM,30,Monday,19,0,0,37,normal
11:45:00 PM,30,Monday,19,0,0,29,normal
12:00:00 AM,31,Tuesday,18,1,0,30,normal
12:15:00 AM,31,Tuesday,19,3,0,18,normal
12:30:00 AM,31,Tuesday,15,2,1,34,normal
12:45:00 AM,31,Tuesday,17,0,1,14,normal
1:00:00 AM,31,Tuesday,12,0,0,33,normal
1:15:00 AM,31,Tuesday,20,0,1,20,normal
1:30:00 AM,31,Tuesday,10,2,0,18,normal
1:45:00 AM,31,Tuesday,13,3,0,31,normal
2:00:00 AM,31,Tuesday,10,0,1,38,normal
2:15:00 AM,31,Tuesday,19,1,1,28,normal
2:30:00 AM,31,Tuesday,19,4,0,16,normal
2:45:00 AM,31,Tuesday,16,1,0,15,normal
3:00:00 AM,31,Tuesday,17,1,0,34,normal
3:15:00 AM,31,Tuesday,19,1,0,21,normal
3:30:00 AM,31,Tuesday,10,1,0,39,normal
3:45:00 AM,31,Tuesday,16,4,0,15,normal
4:00:00 AM,31,Tuesday,13,0,0,16,normal
4:15:00 AM,31,Tuesday,98,5,1,17,normal
4:30:00 AM,31,Tuesday,65,10,3,8,low
4:45:00 AM,31,Tuesday,98,17,0,20,normal
5:00:00 AM,31,Tuesday,60,20,5,6,low
5:15:00 AM,31,Tuesday,110,18,10,11,normal
5:30:00 AM,31,Tuesday,70,13,4,13,normal
5:45:00 AM,31,Tuesday,96,12,7,17,normal
6:00:00 AM,31,Tuesday,129,31,36,1,heavy
6:15:00 AM,31,Tuesday,146,28,47,3,heavy
6:30:00 AM,31,Tuesday,137,23,27,0,heavy
6:45:00 AM,31,Tuesday,131,28,24,0,heavy
7:00:00 AM,31,Tuesday,134,10,44,0,heavy
7:15:00 AM,31,Tuesday,109,25,24,0,normal
7:30:00 AM,31,Tuesday,108,35,22,3,heavy
7:45:00 AM,31,Tuesday,146,14,37,2,heavy
8:00:00 AM,31,Tuesday,147,21,41,5,heavy
8:15:00 AM,31,Tuesday,110,34,35,0,heavy
8:30:00 AM,31,Tuesday,110,40,50,2,heavy
8:45:00 AM,31,Tuesday,123,12,22,3,normal
9:00:00 AM,31,Tuesday,145,25,20,5,heavy
9:15:00 AM,31,Tuesday,82,15,16,29,high
9:30:00 AM,31,Tuesday,62,2,7,22,normal
9:45:00 AM,31,Tuesday,92,8,11,21,high
10:00:00 AM,31,Tuesday,35,22,22,18,normal
10:15:00 AM,31,Tuesday,66,25,13,13,normal
10:30:00 AM,31,Tuesday,50,2,25,12,normal
10:45:00 AM,31,Tuesday,50,22,24,7,normal
11:00:00 AM,31,Tuesday,50,8,5,24,normal
11:15:00 AM,31,Tuesday,55,5,5,21,normal
